,s,p,o,type,ss,os,obj_len_3b,obj_len_sm,prompt
1211,Q7235,P1412,Q35497,train,Sophocles,Ancient Greek,3,3,What language does Sophocles use?
1212,Q2841857,P1412,Q7976,train,John G. Cramer,American English,3,3,What language does John G. Cramer use?
1213,Q2702071,P1412,Q9058,train,Miloš Alexander Bazovský,Slovak,4,4,What language does Miloš Alexander Bazovský use?
1214,Q3595454,P1412,Q9610,train,Jamini Roy,Bengali,3,3,What language does Jamini Roy use?
1215,Q43104461,P1412,Q1412,train,Mika Sillanpää,Finnish,2,2,What language does Mika Sillanpää use?
1216,Q366217,P1412,Q7913,train,Marcel Janco,Romanian,3,3,What language does Marcel Janco use?
1217,Q4455843,P1412,Q8785,train,Panos Terlemezian,Armenian,3,3,What language does Panos Terlemezian use?
1218,Q16212490,P1412,Q9199,train,Nam-Trung Nguyen,Vietnamese,2,2,What language does Nam-Trung Nguyen use?
1219,Q43399,P1412,Q28602,train,Andrew the Apostle,Aramaic,4,4,What language does Andrew the Apostle use?
1220,Q7562874,P1412,Q36510,train,Sofia Frangou,Modern Greek,3,3,What language does Sofia Frangou use?
1221,Q701669,P1412,Q9043,train,Hans Gude,Norwegian,2,2,What language does Hans Gude use?
1222,Q560163,P1412,Q1568,train,Anupam Kher,Hindi,2,2,What language does Anupam Kher use?
1223,Q7709525,P1412,Q36236,train,Thalappil Pradeep,Malayalam,5,5,What language does Thalappil Pradeep use?
1224,Q899922,P1412,Q9067,train,Endre Czeizel,Hungarian,4,4,What language does Endre Czeizel use?
1225,Q102551,P1412,Q1860,train,Ernest Borgnine,English,2,2,What language does Ernest Borgnine use?
1226,Q1347731,P1412,Q9027,train,Per Ahlmark,Swedish,2,2,What language does Per Ahlmark use?
1227,Q103202727,P1412,Q188,train,Anke Spannenberg,German,2,2,What language does Anke Spannenberg use?
1228,Q1063392,P1412,Q150,train,Charles Augustin Sainte-Beuve,French,2,2,What language does Charles Augustin Sainte-Beuve use?
1229,Q1056349,P1412,Q652,train,Paolo Stoppa,Italian,2,2,What language does Paolo Stoppa use?
1230,Q11713754,P1412,Q809,train,Irena Hausmanowa-Petrusewicz,Polish,2,2,What language does Irena Hausmanowa-Petrusewicz use?
1231,Q138393,P1412,Q1321,train,Óscar Freire,Spanish,2,2,What language does Óscar Freire use?
1232,Q1291993,P1412,Q7737,train,Nicolai Soloviev,Russian,2,2,What language does Nicolai Soloviev use?
1233,Q1375551,P1412,Q7411,train,Jacobus Houbraken,Dutch,2,2,What language does Jacobus Houbraken use?
1234,Q12026204,P1412,Q9056,train,Josef Kautzner,Czech,2,2,What language does Josef Kautzner use?
1235,Q134165,P1412,Q5146,train,Oscar Niemeyer,Portuguese,2,2,What language does Oscar Niemeyer use?
1236,Q134456,P1412,Q5287,train,Yukio Mishima,Japanese,2,2,What language does Yukio Mishima use?
1237,Q12220068,P1412,Q13955,train,Safi Al-Din Al-Hilli Altaie,Arabic,2,2,What language does Safi Al-Din Al-Hilli Altaie use?
1238,Q19133,P1412,Q7850,train,Qianlong Emperor,Chinese,2,2,What language does Qianlong Emperor use?
1239,Q163079,P1412,Q397,train,Catullus,Latin,2,2,What language does Catullus use?
1240,Q1360773,P1412,Q9035,train,Lau Lauritzen,Danish,2,2,What language does Lau Lauritzen use?
1241,Q48438,P1412,Q9129,train,Saint George,Greek,2,2,What language does Saint George use?
1242,Q23770313,P1412,Q9063,train,Jure Leskovec,Slovene,4,4,What language does Jure Leskovec use?
1243,Q20004768,P1412,Q7026,train,Josep Serra i Abella,Catalan,4,4,What language does Josep Serra i Abella use?
1244,Q3274331,P1412,Q37041,train,Cen Can,Classical Chinese,4,4,What language does Cen Can use?
1245,Q483244,P1412,Q9176,train,Lee Yong-dae,Korean,2,2,What language does Lee Yong-dae use?
1246,Q718581,P1412,Q256,train,Daron Acemoğlu,Turkish,2,2,What language does Daron Acemoğlu use?
1247,Q8409,P1412,Q35497,train,Alexander the Great,Ancient Greek,3,3,What language does Alexander the Great use?
1248,Q333123,P1412,Q7976,train,R. L. Stine,American English,3,3,What language does R. L. Stine use?
1249,Q28179771,P1412,Q9058,train,Ladislav Čemický,Slovak,4,4,What language does Ladislav Čemický use?
1250,Q5588426,P1412,Q9610,train,Gouriprasanna Majumdar,Bengali,3,3,What language does Gouriprasanna Majumdar use?
1251,Q7161092,P1412,Q1412,train,Pekka Neittaanmäki,Finnish,2,2,What language does Pekka Neittaanmäki use?
1252,Q4684944,P1412,Q7913,train,Adrian Covic,Romanian,3,3,What language does Adrian Covic use?
1253,Q718409,P1412,Q8785,train,Martiros Saryan,Armenian,3,3,What language does Martiros Saryan use?
1254,Q434419,P1412,Q9199,train,Minh Mạng,Vietnamese,2,2,What language does Minh Mạng use?
1255,Q44015,P1412,Q28602,train,John the Apostle,Aramaic,4,4,What language does John the Apostle use?
1256,Q897072,P1412,Q36510,train,Nikos K. Logothetis,Modern Greek,3,3,What language does Nikos K. Logothetis use?
1257,Q72292,P1412,Q9043,train,Fridtjof Nansen,Norwegian,2,2,What language does Fridtjof Nansen use?
1258,Q102711,P1412,Q1860,train,Dennis Hopper,English,2,2,What language does Dennis Hopper use?
1259,Q1357206,P1412,Q9027,train,Gunnar Hökmark,Swedish,2,2,What language does Gunnar Hökmark use?
1260,Q103660,P1412,Q188,train,Angela D. Friederici,German,2,2,What language does Angela D. Friederici use?
1261,Q106418,P1412,Q150,train,Catherine Deneuve,French,2,2,What language does Catherine Deneuve use?
1262,Q1080557,P1412,Q652,train,Giulio Tononi,Italian,2,2,What language does Giulio Tononi use?
1263,Q11715473,P1412,Q809,train,Jacek Namieśnik,Polish,2,2,What language does Jacek Namieśnik use?
1264,Q1406829,P1412,Q1321,train,Fernando Sancho,Spanish,2,2,What language does Fernando Sancho use?
1265,Q132964,P1412,Q7737,train,Vladimir Mayakovsky,Russian,2,2,What language does Vladimir Mayakovsky use?
1266,Q143595,P1412,Q7411,train,Stradanus,Dutch,2,2,What language does Stradanus use?
1267,Q12035470,P1412,Q9056,train,Marie Stiborová,Czech,2,2,What language does Marie Stiborová use?
1268,Q16001382,P1412,Q5146,train,Gonçalo Abecasis,Portuguese,2,2,What language does Gonçalo Abecasis use?
1269,Q134798,P1412,Q5287,train,Haruki Murakami,Japanese,2,2,What language does Haruki Murakami use?
1270,Q130169,P1412,Q13955,train,Sharif al-Murtadha,Arabic,2,2,What language does Sharif al-Murtadha use?
1271,Q203782,P1412,Q7850,train,Li Shangyin,Chinese,2,2,What language does Li Shangyin use?
1272,Q167477,P1412,Q397,train,Anthony of Padua,Latin,2,2,What language does Anthony of Padua use?
1273,Q154632,P1412,Q9035,train,Niels Gade,Danish,2,2,What language does Niels Gade use?
1274,Q5113545,P1412,Q9129,train,Christos Faloutsos,Greek,2,2,What language does Christos Faloutsos use?
1275,Q26904312,P1412,Q9063,train,Tadej Pogačar,Slovene,4,4,What language does Tadej Pogačar use?
1276,Q20090640,P1412,Q7026,train,Eduard Vieta,Catalan,4,4,What language does Eduard Vieta use?
1277,Q455589,P1412,Q37041,train,Meng Haoran,Classical Chinese,4,4,What language does Meng Haoran use?
1278,Q484564,P1412,Q9176,train,Kim Dong-moon,Korean,2,2,What language does Kim Dong-moon use?
1279,Q84072,P1412,Q256,train,Turks,Turkish,2,2,What language does Turks use?
1280,Q859,P1412,Q35497,train,Plato,Ancient Greek,3,3,What language does Plato use?
1281,Q361149,P1412,Q7976,train,Gene Wolfe,American English,3,3,What language does Gene Wolfe use?
1282,Q309911,P1412,Q9058,train,Peter Sagan,Slovak,4,4,What language does Peter Sagan use?
1283,Q691796,P1412,Q9610,train,Abanindranath Tagore,Bengali,3,3,What language does Abanindranath Tagore use?
1284,Q82840,P1412,Q1412,train,Alvar Aalto,Finnish,2,2,What language does Alvar Aalto use?
1285,Q74464504,P1412,Q7913,train,Gabriel Stoicea,Romanian,3,3,What language does Gabriel Stoicea use?
1286,Q7263095,P1412,Q8785,train,Eduard Isabekyan,Armenian,3,3,What language does Eduard Isabekyan use?
1287,Q540994,P1412,Q9199,train,Thiệu Trị,Vietnamese,2,2,What language does Thiệu Trị use?
1288,Q1033005,P1412,Q1860,train,Tejinder Virdee,English,2,2,What language does Tejinder Virdee use?
1289,Q1375199,P1412,Q9027,train,Per Westerberg,Swedish,2,2,What language does Per Westerberg use?
1290,Q104327,P1412,Q188,train,Otto Rossbach,German,2,2,What language does Otto Rossbach use?
1291,Q106482,P1412,Q150,train,Philippe Noiret,French,2,2,What language does Philippe Noiret use?
1292,Q109061,P1412,Q652,train,Guido Reni,Italian,2,2,What language does Guido Reni use?
1293,Q11718282,P1412,Q809,train,Jan Lubiński,Polish,2,2,What language does Jan Lubiński use?
1294,Q164090,P1412,Q1321,train,Luis León Sánchez,Spanish,2,2,What language does Luis León Sánchez use?
1295,Q1392686,P1412,Q7737,train,Ivan Nikitin,Russian,2,2,What language does Ivan Nikitin use?
1296,Q14551648,P1412,Q7411,train,Simon van de Passe,Dutch,2,2,What language does Simon van de Passe use?
1297,Q12042457,P1412,Q9056,train,Oldřich Vlach,Czech,2,2,What language does Oldřich Vlach use?
1298,Q16495239,P1412,Q5146,train,Augusto Malta,Portuguese,2,2,What language does Augusto Malta use?
1299,Q171411,P1412,Q5287,train,Oda Nobunaga,Japanese,2,2,What language does Oda Nobunaga use?
1300,Q1391669,P1412,Q13955,train,Farid al-Atrash,Arabic,2,2,What language does Farid al-Atrash use?
1301,Q2900054,P1412,Q7850,train,Yang Wanli,Chinese,2,2,What language does Yang Wanli use?
1302,Q17590,P1412,Q397,train,Lawrence of Rome,Latin,2,2,What language does Lawrence of Rome use?
1303,Q159552,P1412,Q9035,train,Johannes V. Jensen,Danish,2,2,What language does Johannes V. Jensen use?
1304,Q53987076,P1412,Q9129,train,Vassilis Charmandaris,Greek,2,2,What language does Vassilis Charmandaris use?
1305,Q28323625,P1412,Q9063,train,Josip Car,Slovene,4,4,What language does Josip Car use?
1306,Q20876152,P1412,Q7026,train,Josep Sancho Piqué,Catalan,4,4,What language does Josep Sancho Piqué use?
1307,Q704344,P1412,Q37041,train,Wang Changling,Classical Chinese,4,4,What language does Wang Changling use?
1308,Q488093,P1412,Q9176,train,Ra Kyung-min,Korean,2,2,What language does Ra Kyung-min use?
1309,Q87657419,P1412,Q256,train,Kadri Altundağ,Turkish,2,2,What language does Kadri Altundağ use?
1310,Q868,P1412,Q35497,train,Aristotle,Ancient Greek,3,3,What language does Aristotle use?
1311,Q5603,P1412,Q7976,train,Andy Warhol,American English,3,3,What language does Andy Warhol use?
1312,Q93109128,P1412,Q9058,train,Jaroslav Antoš,Slovak,4,4,What language does Jaroslav Antoš use?
1313,Q735112,P1412,Q9610,train,Sukumar Ray,Bengali,3,3,What language does Sukumar Ray use?
1314,Q1033016,P1412,Q1860,train,Halle Berry,English,2,2,What language does Halle Berry use?
1315,Q1388588,P1412,Q9027,train,Gunnar Wennerberg,Swedish,2,2,What language does Gunnar Wennerberg use?
1316,Q104513,P1412,Q188,train,Roland Hetzer,German,2,2,What language does Roland Hetzer use?
1317,Q106508,P1412,Q150,train,Gérard Depardieu,French,2,2,What language does Gérard Depardieu use?
1318,Q1177522,P1412,Q652,train,Davide Cimolai,Italian,2,2,What language does Davide Cimolai use?
1319,Q11718717,P1412,Q809,train,Jan Pluta,Polish,2,2,What language does Jan Pluta use?
1320,Q165257,P1412,Q1321,train,Lope de Vega,Spanish,2,2,What language does Lope de Vega use?
1321,Q15064624,P1412,Q7737,train,Alexander E. Bondar,Russian,2,2,What language does Alexander E. Bondar use?
1322,Q150679,P1412,Q7411,train,Anthony van Dyck,Dutch,2,2,What language does Anthony van Dyck use?
1323,Q12044106,P1412,Q9056,train,Pavel Jungwirth,Czech,2,2,What language does Pavel Jungwirth use?
1324,Q16940884,P1412,Q5146,train,Paulo Saldiva,Portuguese,2,2,What language does Paulo Saldiva use?
1325,Q171977,P1412,Q5287,train,Tokugawa Ieyasu,Japanese,2,2,What language does Tokugawa Ieyasu use?
1326,Q151509,P1412,Q13955,train,Ibn Saud,Arabic,2,2,What language does Ibn Saud use?
1327,Q313324,P1412,Q7850,train,Bai Juyi,Chinese,2,2,What language does Bai Juyi use?
1328,Q243427,P1412,Q397,train,Adalbert of Prague,Latin,2,2,What language does Adalbert of Prague use?
1329,Q2199553,P1412,Q9035,train,Laurits Andersen Ring,Danish,2,2,What language does Laurits Andersen Ring use?
1330,Q547867,P1412,Q9129,train,National and Kapodistrian University of Athens,Greek,2,2,What language does National and Kapodistrian University of Athens use?
1331,Q3298399,P1412,Q9063,train,Matej Mohorič,Slovene,4,4,What language does Matej Mohorič use?
1332,Q21530946,P1412,Q7026,train,Richard V. Solé,Catalan,4,4,What language does Richard V. Solé use?
1333,Q7071,P1412,Q37041,train,Li Bai,Classical Chinese,4,4,What language does Li Bai use?
1334,Q73990240,P1412,Q9176,train,Daehee Kang,Korean,2,2,What language does Daehee Kang use?
1335,Q90755969,P1412,Q256,train,Veysi Erkcan Özcan,Turkish,2,2,What language does Veysi Erkcan Özcan use?
1336,Q913,P1412,Q35497,train,Socrates,Ancient Greek,3,3,What language does Socrates use?
1337,Q63881333,P1412,Q7976,train,Ralph S. Baric,American English,3,3,What language does Ralph S. Baric use?
1338,Q1035,P1412,Q1860,train,Charles Darwin,English,2,2,What language does Charles Darwin use?
1339,Q1581082,P1412,Q9027,train,Hans Linde,Swedish,2,2,What language does Hans Linde use?
1340,Q1045499,P1412,Q188,train,Carsten Bokemeyer,German,2,2,What language does Carsten Bokemeyer use?
1341,Q106529,P1412,Q150,train,Alain Delon,French,2,2,What language does Alain Delon use?
1342,Q12085,P1412,Q652,train,Gianluigi Bonelli,Italian,2,2,What language does Gianluigi Bonelli use?
1343,Q11718746,P1412,Q809,train,Jan Potempa,Polish,2,2,What language does Jan Potempa use?
1344,Q16889614,P1412,Q1321,train,Fernando Gaviria,Spanish,2,2,What language does Fernando Gaviria use?
1345,Q15065487,P1412,Q7737,train,Alexander Gorbov,Russian,2,2,What language does Alexander Gorbov use?
1346,Q152793,P1412,Q7411,train,Karel Appel,Dutch,2,2,What language does Karel Appel use?
1347,Q12059354,P1412,Q9056,train,Tomáš Zima,Czech,2,2,What language does Tomáš Zima use?
1348,Q16941108,P1412,Q5146,train,Werner Haberkorn,Portuguese,2,2,What language does Werner Haberkorn use?
1349,Q187550,P1412,Q5287,train,Toyotomi Hideyoshi,Japanese,2,2,What language does Toyotomi Hideyoshi use?
1350,Q1655892,P1412,Q13955,train,Ibn Nubata,Arabic,2,2,What language does Ibn Nubata use?
1351,Q318998,P1412,Q7850,train,Han Yu,Chinese,2,2,What language does Han Yu use?
1352,Q298845,P1412,Q397,train,Saint Florian,Latin,2,2,What language does Saint Florian use?
1353,Q253446,P1412,Q9035,train,Anna Ancher,Danish,2,2,What language does Anna Ancher use?
1354,Q55005217,P1412,Q9129,train,Christine Kourkoumelis,Greek,2,2,What language does Christine Kourkoumelis use?
1355,Q42869668,P1412,Q9063,train,Gerrit Schüürmann,Slovene,4,4,What language does Gerrit Schüürmann use?
1356,Q22043430,P1412,Q7026,train,Enric Mas,Catalan,4,4,What language does Enric Mas use?
1357,Q717981,P1412,Q37041,train,Liu Changqing,Classical Chinese,4,4,What language does Liu Changqing use?
1358,Q7674732,P1412,Q9176,train,Hyeon Taeg-hwan,Korean,2,2,What language does Hyeon Taeg-hwan use?
1359,Q927967,P1412,Q256,train,Cüneyt Arkın,Turkish,2,2,What language does Cüneyt Arkın use?
1360,Q9200,P1412,Q35497,train,Paul the Apostle,Ancient Greek,3,3,What language does Paul the Apostle use?
1361,Q7346,P1412,Q7976,train,John Coltrane,American English,3,3,What language does John Coltrane use?
1362,Q103646,P1412,Q1860,train,Ron Howard,English,2,2,What language does Ron Howard use?
1363,Q1593545,P1412,Q9027,train,Olof Lavesson,Swedish,2,2,What language does Olof Lavesson use?
1364,Q104884,P1412,Q188,train,Caspar David Friedrich,German,2,2,What language does Caspar David Friedrich use?
1365,Q1074290,P1412,Q150,train,Paul Gavarni,French,2,2,What language does Paul Gavarni use?
1366,Q12092,P1412,Q652,train,Aurelio Galleppini,Italian,2,2,What language does Aurelio Galleppini use?
1367,Q11720088,P1412,Q809,train,Janusz Bujnicki,Polish,2,2,What language does Janusz Bujnicki use?
1368,Q170800,P1412,Q1321,train,Pedro Calderón de la Barca,Spanish,2,2,What language does Pedro Calderón de la Barca use?
1369,Q15076182,P1412,Q7737,train,Nikolai Petrovich Obnorsky,Russian,2,2,What language does Nikolai Petrovich Obnorsky use?
1370,Q153472,P1412,Q7411,train,Joos van Cleve,Dutch,2,2,What language does Joos van Cleve use?
1371,Q1306313,P1412,Q9056,train,Alois Mrštík,Czech,2,2,What language does Alois Mrštík use?
1372,Q173481,P1412,Q5146,train,Fernando Pessoa,Portuguese,2,2,What language does Fernando Pessoa use?
1373,Q188111,P1412,Q5287,train,Ayumi Hamasaki,Japanese,2,2,What language does Ayumi Hamasaki use?
1374,Q1750054,P1412,Q13955,train,Abu Tammam,Arabic,2,2,What language does Abu Tammam use?
1375,Q319618,P1412,Q7850,train,Wang Anshi,Chinese,2,2,What language does Wang Anshi use?
1376,Q3044,P1412,Q397,train,Charlemagne,Latin,2,2,What language does Charlemagne use?
1377,Q27176608,P1412,Q9035,train,Tom G. Bolwig,Danish,2,2,What language does Tom G. Bolwig use?
1378,Q56966508,P1412,Q9129,train,Moses Elisaf,Greek,2,2,What language does Moses Elisaf use?
1379,Q4756078,P1412,Q9063,train,Andrej Šali,Slovene,4,4,What language does Andrej Šali use?
1380,Q35028955,P1412,Q7026,train,Jordi Salas-Salvadó,Catalan,4,4,What language does Jordi Salas-Salvadó use?
1381,Q836849,P1412,Q37041,train,Zhang Ji,Classical Chinese,4,4,What language does Zhang Ji use?
1382,Q95423257,P1412,Q9176,train,Yuichiro Doki,Korean,2,2,What language does Yuichiro Doki use?
1383,Q103679216,P1412,Q1860,train,David B. Pisoni,English,2,2,What language does David B. Pisoni use?
1384,Q15963975,P1412,Q9027,train,Adam Marttinen,Swedish,2,2,What language does Adam Marttinen use?
1385,Q105552,P1412,Q188,train,Birgit Michels,German,2,2,What language does Birgit Michels use?
1386,Q107690,P1412,Q150,train,Jean-Marie Lehn,French,2,2,What language does Jean-Marie Lehn use?
1387,Q128027,P1412,Q652,train,Giorgio Vasari,Italian,2,2,What language does Giorgio Vasari use?
1388,Q11720302,P1412,Q809,train,Janusz Limon,Polish,2,2,What language does Janusz Limon use?
1389,Q171128,P1412,Q1321,train,Diego Rivera,Spanish,2,2,What language does Diego Rivera use?
1390,Q15193,P1412,Q7737,train,Alexander I of Russia,Russian,2,2,What language does Alexander I of Russia use?
1391,Q154946,P1412,Q7411,train,Juliana of the Netherlands,Dutch,2,2,What language does Juliana of the Netherlands use?
1392,Q1332290,P1412,Q9056,train,Vincent Hložník,Czech,2,2,What language does Vincent Hložník use?
1393,Q184212,P1412,Q5146,train,Théodore Géricault,Portuguese,2,2,What language does Théodore Géricault use?
1394,Q193300,P1412,Q5287,train,Osamu Tezuka,Japanese,2,2,What language does Osamu Tezuka use?
